"usage_month","subscription_id","account_id","plan_tier","channel","billing_frequency","is_trial","mrr_amount","customer_status","usage_events","total_usage_count","total_usage_duration_secs","avg_usage_duration_secs","total_error_count","unique_features_used","used_beta_feature","churn_flag","engagement_score","engagement_tier","engagement_segment"
2023-10-01,S-a1e688,A-2f6a32,Basic,organic,annual,false,893,Active,1,2,156,156.0000000000000000,0,1,0,false,11.16,1,Low Engagement
2023-12-01,S-3223a2,A-13466a,Basic,event,annual,false,171,Active,1,2,260,260.0000000000000000,1,1,0,false,11.26,1,Low Engagement
2023-08-01,S-4ad7b1,A-3c1a3f,Enterprise,event,monthly,false,398,Active,1,2,268,268.0000000000000000,1,1,0,false,11.27,1,Low Engagement
2024-10-01,S-679640,A-b44e3e,Enterprise,ads,monthly,false,7960,Active,1,2,288,288.0000000000000000,0,1,0,false,11.29,1,Low Engagement
2024-06-01,S-c1ad26,A-10b8da,Pro,partner,annual,false,686,Active,1,2,298,298.0000000000000000,4,1,0,false,11.30,1,Low Engagement
2023-10-01,S-41bb1b,A-993085,Basic,ads,annual,false,589,Active,1,2,314,314.0000000000000000,0,1,0,false,11.31,1,Low Engagement
2024-07-01,S-d7d398,A-fb186e,Enterprise,organic,annual,true,0,Active,1,2,364,364.0000000000000000,0,1,0,false,11.36,1,Low Engagement
2024-04-01,S-b89456,A-13466a,Enterprise,event,monthly,false,796,Churned,1,2,384,384.0000000000000000,1,1,0,true,11.38,1,Low Engagement
2023-12-01,S-3e0c24,A-271f46,Basic,event,annual,false,722,Active,1,2,408,408.0000000000000000,0,1,0,false,11.41,1,Low Engagement
2023-11-01,S-21f8b3,A-7f4db3,Enterprise,other,monthly,true,0,Active,1,2,422,422.0000000000000000,0,1,0,false,11.42,1,Low Engagement
2023-03-01,S-8dd1f6,A-098560,Pro,ads,monthly,false,588,Active,1,2,432,432.0000000000000000,0,1,0,false,11.43,1,Low Engagement
2024-06-01,S-726749,A-43a9e3,Pro,other,annual,false,882,Active,1,2,456,456.0000000000000000,0,1,0,false,11.46,1,Low Engagement
2023-01-01,S-99271f,A-d62e02,Enterprise,partner,monthly,false,5373,Active,1,2,470,470.0000000000000000,0,1,1,false,11.47,1,Low Engagement
2024-05-01,S-94c6a5,A-40de06,Pro,event,monthly,false,1372,Active,1,3,18,18.0000000000000000,0,1,0,false,11.52,1,Low Engagement
2023-10-01,S-6c9ee1,A-6da850,Enterprise,organic,monthly,true,0,Active,1,3,18,18.0000000000000000,2,1,1,false,11.52,1,Low Engagement
2024-12-01,S-fcc241,A-443b7c,Enterprise,other,annual,false,13930,Active,1,2,522,522.0000000000000000,0,1,0,false,11.52,1,Low Engagement
2024-12-01,S-f0d2fd,A-19b2c8,Enterprise,other,annual,false,5572,Active,1,3,27,27.0000000000000000,1,1,1,false,11.53,1,Low Engagement
2023-11-01,S-b78829,A-2e4581,Pro,partner,monthly,false,980,Active,1,2,528,528.0000000000000000,0,1,1,false,11.53,1,Low Engagement
2023-03-01,S-87d801,A-443b7c,Pro,other,monthly,false,245,Active,1,2,548,548.0000000000000000,2,1,0,false,11.55,1,Low Engagement
2023-10-01,S-c58ed5,A-9289f6,Pro,event,annual,false,1568,Active,1,3,48,48.0000000000000000,0,1,0,false,11.55,1,Low Engagement
2023-04-01,S-15be1c,A-b20d99,Pro,other,monthly,false,1323,Active,1,3,57,57.0000000000000000,1,1,0,false,11.56,1,Low Engagement
2023-06-01,S-ae6295,A-50f3f7,Pro,partner,annual,false,1519,Active,1,3,75,75.0000000000000000,0,1,1,false,11.58,1,Low Engagement
2023-10-01,S-a18ab0,A-309e54,Pro,other,monthly,false,735,Active,1,2,580,580.0000000000000000,0,1,1,false,11.58,1,Low Engagement
2023-10-01,S-2d7947,A-4e960a,Basic,other,annual,false,228,Active,1,2,580,580.0000000000000000,0,1,0,false,11.58,1,Low Engagement
2023-07-01,S-e7de53,A-4a4c2d,Basic,event,monthly,false,1026,Active,1,2,594,594.0000000000000000,0,1,0,false,11.59,1,Low Engagement
2023-05-01,S-c76699,A-f9cc74,Basic,partner,monthly,false,570,Active,1,3,87,87.0000000000000000,0,1,0,false,11.59,1,Low Engagement
2023-01-01,S-412125,A-1b9609,Basic,ads,monthly,false,304,Active,1,2,586,586.0000000000000000,0,1,0,false,11.59,1,Low Engagement
2024-04-01,S-1bdc35,A-bcf87c,Basic,event,monthly,false,190,Active,1,2,596,596.0000000000000000,0,1,0,false,11.60,1,Low Engagement
2024-09-01,S-8c41e8,A-c16101,Basic,other,annual,false,304,Active,1,2,602,602.0000000000000000,0,1,0,false,11.60,1,Low Engagement
2023-11-01,S-909b7f,A-eafc6e,Enterprise,partner,monthly,false,5373,Active,1,2,614,614.0000000000000000,0,1,0,false,11.61,1,Low Engagement
2023-02-01,S-8d2824,A-417d2f,Basic,partner,annual,false,703,Active,1,3,120,120.0000000000000000,0,1,0,false,11.62,1,Low Engagement
2024-03-01,S-a09141,A-e3bd71,Enterprise,partner,annual,false,6169,Active,1,3,120,120.0000000000000000,0,1,0,false,11.62,1,Low Engagement
2023-08-01,S-5aa4ba,A-2d1036,Pro,ads,monthly,false,3381,Active,1,3,126,126.0000000000000000,0,1,0,false,11.63,1,Low Engagement
2024-12-01,S-465825,A-e2cd1b,Basic,other,monthly,false,342,Active,1,3,126,126.0000000000000000,0,1,0,false,11.63,1,Low Engagement
2024-03-01,S-5856ab,A-3c1a3f,Pro,event,annual,false,931,Churned,1,2,638,638.0000000000000000,3,1,0,true,11.64,1,Low Engagement
2024-12-01,S-b6d200,A-d27f50,Basic,ads,monthly,false,836,Active,1,3,147,147.0000000000000000,0,1,0,false,11.65,1,Low Engagement
2023-07-01,S-00837c,A-089363,Enterprise,event,annual,false,8557,Churned,1,3,150,150.0000000000000000,5,1,0,true,11.65,1,Low Engagement
2023-03-01,S-104053,A-2bc93d,Pro,event,monthly,false,1715,Active,1,2,652,652.0000000000000000,3,1,1,false,11.65,1,Low Engagement
2024-04-01,S-ce5fb5,A-fd9422,Enterprise,organic,monthly,true,0,Active,1,3,150,150.0000000000000000,0,1,0,false,11.65,1,Low Engagement
2023-08-01,S-1d3a93,A-d82ef9,Enterprise,other,monthly,false,5174,Active,1,3,168,168.0000000000000000,3,1,0,false,11.67,1,Low Engagement
2024-11-01,S-a6820d,A-96bbc6,Pro,organic,annual,false,1911,Active,1,3,198,198.0000000000000000,0,1,0,false,11.70,1,Low Engagement
2024-05-01,S-3c52a6,A-2f6a32,Basic,organic,annual,false,361,Churned,1,3,195,195.0000000000000000,0,1,0,true,11.70,1,Low Engagement
2024-11-01,S-2b504d,A-6a4e2d,Enterprise,partner,annual,false,1791,Active,1,2,698,698.0000000000000000,0,1,0,false,11.70,1,Low Engagement
2023-09-01,S-381420,A-42b791,Basic,event,monthly,false,513,Churned,1,3,210,210.0000000000000000,0,1,0,true,11.71,1,Low Engagement
2024-09-01,S-7070de,A-bcbe98,Enterprise,other,annual,false,9154,Active,1,3,210,210.0000000000000000,0,1,1,false,11.71,1,Low Engagement
2023-02-01,S-36c07b,A-2922b6,Pro,organic,annual,false,735,Active,1,2,724,724.0000000000000000,0,1,0,false,11.72,1,Low Engagement
2023-04-01,S-cc9b9d,A-94f8c9,Enterprise,other,annual,false,2587,Active,1,3,231,231.0000000000000000,2,1,0,false,11.73,1,Low Engagement
2023-02-01,S-30bb47,A-c16cf7,Enterprise,event,annual,false,2587,Active,1,2,732,732.0000000000000000,0,1,0,false,11.73,1,Low Engagement
2023-11-01,S-3bd427,A-2e3bad,Basic,other,monthly,false,1159,Churned,1,2,730,730.0000000000000000,0,1,0,true,11.73,1,Low Engagement
2024-11-01,S-c5bec0,A-1986ca,Enterprise,ads,annual,false,3980,Active,1,2,728,728.0000000000000000,0,1,0,false,11.73,1,Low Engagement
2024-07-01,S-409beb,A-7988d1,Basic,other,annual,true,0,Active,1,3,231,231.0000000000000000,0,1,0,false,11.73,1,Low Engagement
2023-07-01,S-4695b8,A-ad64c6,Pro,event,annual,false,588,Churned,1,3,237,237.0000000000000000,2,1,0,true,11.74,1,Low Engagement
2023-01-01,S-dda681,A-8bde0c,Pro,organic,monthly,false,588,Active,1,2,736,736.0000000000000000,0,1,0,false,11.74,1,Low Engagement
2024-03-01,S-c80ac4,A-43a9e3,Basic,other,annual,false,342,Active,1,3,252,252.0000000000000000,0,1,0,false,11.75,1,Low Engagement
2024-08-01,S-a09e70,A-58b9ff,Basic,partner,annual,false,418,Active,1,3,273,273.0000000000000000,1,1,0,false,11.77,1,Low Engagement
2024-12-01,S-a1426b,A-cc98bc,Basic,ads,annual,false,608,Active,1,3,267,267.0000000000000000,0,1,0,false,11.77,1,Low Engagement
2023-08-01,S-b7c825,A-9174e0,Enterprise,partner,monthly,true,0,Active,1,3,282,282.0000000000000000,1,1,0,false,11.78,1,Low Engagement
2023-09-01,S-0a15fa,A-bb1eaa,Pro,organic,annual,false,1225,Active,1,3,285,285.0000000000000000,0,1,0,false,11.79,1,Low Engagement
2023-08-01,S-dbc4d5,A-751c58,Pro,organic,annual,false,735,Active,1,3,303,303.0000000000000000,0,1,0,false,11.80,1,Low Engagement
2023-05-01,S-f86bcf,A-592832,Pro,organic,annual,false,2156,Churned,1,2,804,804.0000000000000000,0,1,0,true,11.80,1,Low Engagement
2023-07-01,S-c67b80,A-eb2fdc,Pro,organic,monthly,false,1519,Active,1,2,810,810.0000000000000000,0,1,0,false,11.81,1,Low Engagement
2024-09-01,S-80af53,A-fd7ad3,Enterprise,event,monthly,false,2388,Churned,1,3,309,309.0000000000000000,0,1,0,true,11.81,1,Low Engagement
2023-01-01,S-c15fcc,A-fd9422,Basic,organic,monthly,false,1102,Churned,1,3,306,306.0000000000000000,0,1,1,true,11.81,1,Low Engagement
2024-05-01,S-d914d8,A-ee42db,Pro,ads,monthly,true,0,Active,1,2,818,818.0000000000000000,1,1,1,false,11.82,1,Low Engagement
2024-02-01,S-b48787,A-02fac6,Pro,event,annual,false,1078,Active,1,2,824,824.0000000000000000,2,1,0,false,11.82,1,Low Engagement
2024-05-01,S-31d8aa,A-96bbc6,Pro,organic,annual,false,1911,Active,1,3,315,315.0000000000000000,2,1,0,false,11.82,1,Low Engagement
2024-08-01,S-a10eb2,A-3c1a3f,Basic,event,annual,true,0,Active,1,3,330,330.0000000000000000,1,1,0,false,11.83,1,Low Engagement
2023-04-01,S-e23fd8,A-cc98bc,Enterprise,ads,annual,true,0,Active,1,3,327,327.0000000000000000,0,1,0,false,11.83,1,Low Engagement
2024-07-01,S-76c7da,A-88c6ca,Enterprise,ads,annual,true,0,Active,1,2,834,834.0000000000000000,0,1,0,false,11.83,1,Low Engagement
2023-06-01,S-507731,A-e43bf7,Pro,other,annual,false,2156,Active,1,3,330,330.0000000000000000,2,1,0,false,11.83,1,Low Engagement
2023-02-01,S-c899a3,A-2446e3,Pro,organic,monthly,false,1323,Active,1,3,336,336.0000000000000000,0,1,0,false,11.84,1,Low Engagement
2024-02-01,S-f4d491,A-9779ad,Enterprise,event,monthly,false,7960,Active,1,3,342,342.0000000000000000,2,1,0,false,11.84,1,Low Engagement
2024-10-01,S-f0972b,A-b7b7b7,Enterprise,event,monthly,false,5373,Active,1,3,363,363.0000000000000000,0,1,0,false,11.86,1,Low Engagement
2023-04-01,S-ef2990,A-76fa4d,Pro,event,annual,false,3381,Active,1,3,384,384.0000000000000000,5,1,0,false,11.88,1,Low Engagement
2023-11-01,S-be53ea,A-526d93,Pro,organic,annual,false,2107,Active,1,3,375,375.0000000000000000,0,1,0,false,11.88,1,Low Engagement
2024-06-01,S-f5bd45,A-b7b7b7,Enterprise,event,monthly,false,7761,Active,1,3,393,393.0000000000000000,1,1,0,false,11.89,1,Low Engagement
2024-04-01,S-b01b1c,A-76fa4d,Pro,event,monthly,false,3381,Active,1,2,900,900.0000000000000000,0,1,0,false,11.90,1,Low Engagement
2023-08-01,S-b86304,A-462d45,Pro,partner,annual,false,931,Active,1,3,408,408.0000000000000000,1,1,0,false,11.91,1,Low Engagement
2024-01-01,S-d9eb73,A-32fb14,Basic,event,annual,true,0,Active,1,3,405,405.0000000000000000,0,1,0,false,11.91,1,Low Engagement
2023-05-01,S-fa0d9e,A-726cfa,Enterprise,partner,monthly,false,7562,Active,1,3,423,423.0000000000000000,0,1,0,false,11.92,1,Low Engagement
2023-03-01,S-f1cc81,A-7f8241,Basic,organic,annual,false,646,Active,1,3,429,429.0000000000000000,0,1,0,false,11.93,1,Low Engagement
2023-04-01,S-d85c2f,A-e6afc1,Pro,ads,annual,false,4165,Active,1,2,930,930.0000000000000000,0,1,0,false,11.93,1,Low Engagement
2024-06-01,S-cfcb11,A-b3fe05,Basic,partner,annual,true,0,Active,1,3,450,450.0000000000000000,0,1,0,false,11.95,1,Low Engagement
2023-05-01,S-d1b062,A-a6d261,Enterprise,other,monthly,false,2786,Active,1,2,950,950.0000000000000000,0,1,1,false,11.95,1,Low Engagement
2023-11-01,S-2c091a,A-32728c,Pro,event,annual,false,980,Active,1,3,474,474.0000000000000000,4,1,1,false,11.97,1,Low Engagement
2023-01-01,S-d48577,A-7cfe77,Pro,ads,annual,false,3381,Active,1,2,988,988.0000000000000000,0,1,0,false,11.99,1,Low Engagement
2023-02-01,S-084930,A-c1e51e,Enterprise,organic,monthly,false,597,Active,1,3,498,498.0000000000000000,1,1,0,false,12.00,1,Low Engagement
2023-08-01,S-83c56d,A-716841,Enterprise,other,monthly,false,8955,Active,1,3,504,504.0000000000000000,0,1,0,false,12.00,1,Low Engagement
2023-04-01,S-60890c,A-ff3c73,Pro,other,monthly,false,1029,Active,1,4,24,24.0000000000000000,0,1,0,false,12.02,1,Low Engagement
2023-09-01,S-16dfaf,A-8e47ca,Pro,organic,annual,false,931,Active,1,2,1020,1020.0000000000000000,0,1,0,false,12.02,1,Low Engagement
2023-02-01,S-8317da,A-d49cc5,Basic,event,monthly,false,950,Active,1,3,531,531.0000000000000000,0,1,0,false,12.03,1,Low Engagement
2024-10-01,S-3a6a71,A-462d45,Basic,partner,monthly,false,1159,Active,1,4,40,40.0000000000000000,0,1,1,false,12.04,1,Low Engagement
2023-03-01,S-0f0d3a,A-ad296b,Basic,event,annual,false,722,Churned,1,2,1036,1036.0000000000000000,0,1,0,true,12.04,1,Low Engagement
2023-08-01,S-3e510d,A-50f3f7,Pro,partner,annual,false,1519,Active,1,4,44,44.0000000000000000,0,1,0,false,12.04,1,Low Engagement
2024-11-01,S-f2f40c,A-7f4db3,Enterprise,other,annual,false,8955,Active,1,3,543,543.0000000000000000,0,1,0,false,12.04,1,Low Engagement
2024-04-01,S-673c51,A-b7ef83,Enterprise,partner,monthly,false,1791,Active,1,4,40,40.0000000000000000,0,1,0,false,12.04,1,Low Engagement
2024-05-01,S-637b20,A-ac9111,Enterprise,event,monthly,true,0,Active,1,4,48,48.0000000000000000,1,1,0,false,12.05,1,Low Engagement
2024-03-01,S-c6c2f6,A-4e0e85,Enterprise,organic,monthly,true,0,Active,1,4,48,48.0000000000000000,1,1,0,false,12.05,1,Low Engagement
2023-09-01,S-f4059b,A-c70870,Pro,partner,annual,true,0,Active,1,3,564,564.0000000000000000,0,1,0,false,12.06,1,Low Engagement
2024-01-01,S-2991c7,A-443b7c,Pro,other,monthly,false,1862,Active,1,4,60,60.0000000000000000,0,1,0,false,12.06,1,Low Engagement
2024-09-01,S-8dd1f6,A-098560,Pro,ads,monthly,false,588,Active,1,3,564,564.0000000000000000,2,1,0,false,12.06,1,Low Engagement
2024-03-01,S-cfbb85,A-054577,Pro,ads,monthly,false,784,Active,1,4,72,72.0000000000000000,0,1,0,false,12.07,1,Low Engagement
2024-04-01,S-8c3cc8,A-b2225d,Basic,ads,monthly,true,0,Active,1,4,76,76.0000000000000000,0,1,0,false,12.08,1,Low Engagement
2024-10-01,S-600ea7,A-726cfa,Pro,partner,annual,false,539,Active,1,4,84,84.0000000000000000,0,1,0,false,12.08,1,Low Engagement
2024-09-01,S-9dfce0,A-e6afc1,Pro,ads,annual,false,98,Active,1,4,80,80.0000000000000000,0,1,0,false,12.08,1,Low Engagement
2024-11-01,S-ceaca8,A-96e141,Enterprise,partner,monthly,false,4776,Active,1,4,92,92.0000000000000000,0,1,0,false,12.09,1,Low Engagement
2024-12-01,S-beff12,A-f44180,Enterprise,event,monthly,false,1791,Active,1,4,92,92.0000000000000000,0,1,0,false,12.09,1,Low Engagement
2023-06-01,S-726749,A-43a9e3,Pro,other,annual,false,882,Active,1,3,591,591.0000000000000000,0,1,0,false,12.09,1,Low Engagement
2023-12-01,S-07e821,A-e61e98,Pro,partner,monthly,false,1813,Active,1,4,96,96.0000000000000000,0,1,0,false,12.10,1,Low Engagement
2024-09-01,S-bdd2e4,A-ce66f8,Basic,event,annual,false,551,Active,1,4,112,112.0000000000000000,0,1,0,false,12.11,1,Low Engagement
2024-12-01,S-16dfaf,A-8e47ca,Pro,organic,annual,false,931,Active,1,4,108,108.0000000000000000,0,1,1,false,12.11,1,Low Engagement
2023-12-01,S-3fb291,A-f51f16,Enterprise,partner,annual,false,7761,Active,1,4,108,108.0000000000000000,2,1,0,false,12.11,1,Low Engagement
2023-01-01,S-a3791c,A-c4ea60,Enterprise,other,monthly,false,3582,Active,1,3,609,609.0000000000000000,0,1,1,false,12.11,1,Low Engagement
2023-08-01,S-f8bff8,A-71615e,Basic,organic,annual,false,285,Active,1,4,124,124.0000000000000000,0,1,0,false,12.12,1,Low Engagement
2023-10-01,S-457294,A-fa3095,Enterprise,ads,monthly,false,13930,Active,1,4,116,116.0000000000000000,0,1,0,false,12.12,1,Low Engagement
2023-06-01,S-d22c1d,A-337bc1,Pro,organic,monthly,false,4214,Active,1,2,1118,1118.0000000000000000,0,1,0,false,12.12,1,Low Engagement
2023-04-01,S-06447b,A-17939a,Pro,organic,annual,false,49,Active,1,2,1126,1126.0000000000000000,0,1,1,false,12.13,1,Low Engagement
2024-11-01,S-e7d026,A-0aaf6e,Enterprise,organic,annual,false,17512,Active,1,4,128,128.0000000000000000,0,1,0,false,12.13,1,Low Engagement
2024-11-01,S-125201,A-7f8241,Enterprise,organic,annual,true,0,Active,1,3,642,642.0000000000000000,0,1,0,false,12.14,1,Low Engagement
2024-06-01,S-505db5,A-883b7d,Pro,other,monthly,false,2597,Active,1,4,136,136.0000000000000000,0,1,0,false,12.14,1,Low Engagement
2024-06-01,S-c6ff41,A-443f6f,Basic,organic,monthly,false,722,Active,1,4,144,144.0000000000000000,0,1,0,false,12.14,1,Low Engagement
2024-08-01,S-9cb1f7,A-118d55,Pro,organic,monthly,false,833,Active,1,4,148,148.0000000000000000,0,1,0,false,12.15,1,Low Engagement
2024-05-01,S-eac553,A-ac9111,Basic,event,annual,false,532,Active,1,4,148,148.0000000000000000,0,1,0,false,12.15,1,Low Engagement
2023-08-01,S-709484,A-bcf664,Pro,other,annual,false,392,Active,1,4,148,148.0000000000000000,0,1,0,false,12.15,1,Low Engagement
2024-04-01,S-0e8b21,A-8adedc,Basic,event,monthly,false,418,Active,1,3,660,660.0000000000000000,0,1,0,false,12.16,1,Low Engagement
2024-06-01,S-3947da,A-37f969,Enterprise,partner,annual,false,5970,Active,1,2,1164,1164.0000000000000000,0,1,0,false,12.16,1,Low Engagement
2023-03-01,S-769f70,A-016043,Basic,organic,monthly,false,247,Active,1,4,172,172.0000000000000000,2,1,0,false,12.17,1,Low Engagement
2023-06-01,S-85796b,A-f19409,Enterprise,other,monthly,false,4577,Churned,1,4,172,172.0000000000000000,0,1,1,true,12.17,1,Low Engagement
2023-04-01,S-58ccb4,A-bb1486,Pro,organic,monthly,false,2009,Active,1,4,176,176.0000000000000000,4,1,0,false,12.18,1,Low Engagement
2024-11-01,S-1c3522,A-075038,Pro,ads,annual,true,0,Active,1,4,184,184.0000000000000000,0,1,1,false,12.18,1,Low Engagement
2024-01-01,S-4012d6,A-f92792,Pro,ads,annual,false,735,Active,1,4,180,180.0000000000000000,0,1,0,false,12.18,1,Low Engagement
2024-04-01,S-dd220e,A-6da850,Enterprise,organic,monthly,false,7363,Active,1,4,188,188.0000000000000000,0,1,0,false,12.19,1,Low Engagement
2023-02-01,S-92795b,A-e36807,Basic,other,monthly,false,1539,Active,1,3,687,687.0000000000000000,0,1,0,false,12.19,1,Low Engagement
2023-02-01,S-95cf94,A-1ac5e0,Basic,event,annual,false,627,Active,1,3,690,690.0000000000000000,0,1,0,false,12.19,1,Low Engagement
2023-02-01,S-bedd26,A-20736a,Enterprise,organic,monthly,false,9950,Active,1,3,687,687.0000000000000000,0,1,0,false,12.19,1,Low Engagement
2024-08-01,S-43c737,A-65aeb5,Enterprise,partner,annual,false,1791,Active,1,3,687,687.0000000000000000,0,1,1,false,12.19,1,Low Engagement
2023-04-01,S-091a8d,A-098560,Pro,ads,monthly,true,0,Active,1,2,1190,1190.0000000000000000,0,1,0,false,12.19,1,Low Engagement
2024-07-01,S-826424,A-fa2041,Enterprise,organic,annual,false,3582,Active,1,3,696,696.0000000000000000,0,1,0,false,12.20,1,Low Engagement
2023-01-01,S-80c296,A-e888d1,Pro,other,monthly,false,833,Active,1,4,196,196.0000000000000000,3,1,0,false,12.20,1,Low Engagement
2024-07-01,S-7c635b,A-92a333,Enterprise,event,annual,false,6567,Active,1,3,696,696.0000000000000000,5,1,0,false,12.20,1,Low Engagement
2024-05-01,S-c61dc9,A-f92792,Basic,ads,annual,false,361,Active,1,4,212,212.0000000000000000,0,1,0,false,12.21,1,Low Engagement
2024-10-01,S-05555d,A-4437e4,Enterprise,event,annual,false,3184,Active,1,4,224,224.0000000000000000,0,1,0,false,12.22,1,Low Engagement
2024-05-01,S-45c2cf,A-7920cc,Basic,ads,monthly,false,741,Active,1,4,228,228.0000000000000000,2,1,0,false,12.23,1,Low Engagement
2023-04-01,S-b8d2f6,A-17939a,Basic,organic,monthly,true,0,Churned,1,3,729,729.0000000000000000,0,1,0,true,12.23,1,Low Engagement
2024-08-01,S-f677d3,A-dec005,Basic,partner,monthly,false,399,Active,1,3,738,738.0000000000000000,0,1,0,false,12.24,1,Low Engagement
2024-08-01,S-0b2ac3,A-d792a6,Basic,organic,annual,true,0,Active,1,3,741,741.0000000000000000,2,1,0,false,12.24,1,Low Engagement
2024-03-01,S-c57c91,A-39ddf4,Pro,partner,monthly,false,1960,Active,1,3,753,753.0000000000000000,0,1,0,false,12.25,1,Low Engagement
2023-06-01,S-fe77d4,A-fda07f,Pro,partner,monthly,false,784,Active,1,4,256,256.0000000000000000,0,1,0,false,12.26,1,Low Engagement
2023-08-01,S-877508,A-b3fe05,Pro,partner,annual,true,0,Active,1,3,768,768.0000000000000000,0,1,0,false,12.27,1,Low Engagement
2024-01-01,S-8fcce1,A-ccb686,Pro,other,monthly,false,931,Active,1,4,268,268.0000000000000000,0,1,0,false,12.27,1,Low Engagement
2023-04-01,S-c7190f,A-56962b,Pro,partner,monthly,false,7987,Active,1,3,771,771.0000000000000000,3,1,0,false,12.27,1,Low Engagement
2024-03-01,S-6a9918,A-92a3af,Enterprise,organic,annual,false,6965,Active,1,4,280,280.0000000000000000,1,1,1,false,12.28,1,Low Engagement
2024-08-01,S-c4a98e,A-ced9aa,Enterprise,other,monthly,false,995,Active,1,4,280,280.0000000000000000,1,1,0,false,12.28,1,Low Engagement
2023-05-01,S-16b6dc,A-794a0b,Pro,organic,monthly,false,1127,Active,1,3,777,777.0000000000000000,0,1,0,false,12.28,1,Low Engagement
2024-10-01,S-42d724,A-7a0d69,Pro,ads,annual,true,0,Active,1,4,284,284.0000000000000000,0,1,0,false,12.28,1,Low Engagement
2024-11-01,S-18f498,A-684255,Basic,ads,monthly,false,532,Active,1,4,300,300.0000000000000000,1,1,1,false,12.30,1,Low Engagement
2024-02-01,S-012ab9,A-b78bf8,Basic,event,monthly,false,627,Active,1,4,296,296.0000000000000000,0,1,0,false,12.30,1,Low Engagement
2023-10-01,S-f89d8c,A-88c6ca,Pro,ads,monthly,false,2401,Active,1,4,304,304.0000000000000000,1,1,0,false,12.30,1,Low Engagement
2024-12-01,S-4305f1,A-afa505,Pro,partner,monthly,false,3430,Active,1,4,300,300.0000000000000000,0,1,0,false,12.30,1,Low Engagement
2024-01-01,S-023f3c,A-b9eed8,Enterprise,organic,annual,false,2985,Active,1,3,801,801.0000000000000000,0,1,0,false,12.30,1,Low Engagement
2024-01-01,S-b6793d,A-6f50ae,Pro,partner,annual,false,1078,Active,1,3,801,801.0000000000000000,1,1,0,false,12.30,1,Low Engagement
2024-07-01,S-7e145e,A-0b0d6d,Enterprise,organic,annual,false,10348,Active,1,4,312,312.0000000000000000,0,1,1,false,12.31,1,Low Engagement
2023-08-01,S-be0fc9,A-e693b6,Enterprise,event,annual,true,0,Active,1,4,312,312.0000000000000000,0,1,0,false,12.31,1,Low Engagement
